,Cocktail Name,Ingredients,Garnish,Preparation,All Ingredients
51,OFF THE RADAR,"1.5 oz Junipero Gin, .5 oz Lemon Juice, .25 oz Luxardo Maraschino Liqueur, .25 oz Liqueur de Violette, 3-4 oz Tonic Water",Lemon Wheel,"Add gin, lemon juice, maraschino liqueur, and liqueur de violette to a collins glass filled with ice. Add tonic water; stir to combine. Garnish with a lemon wheel.","1.5 oz Junipero Gin, .5 oz Lemon Juice, .25 oz Luxardo Maraschino Liqueur, .25 oz Liqueur de Violette, 3-4 oz Tonic Water,Lemon Wheel"
52,MARASCHINO SIDE CAR,".75 oz Luxardo Maraschino Liqueur, .25 oz Dry Curacao, .5 oz Bourbon Rye, .25 oz Lemon Juice","Lemon Peel, Abbott's Aromatic Bitters","Add ingredients in a mixing glass with fresh ice. Shake vigorously strain over fresh ice. Garnish with lemon peel to fit in glass and 1 dash of Abbott's Aromatic Bitters. Optional sugar rim.
",".75 oz Luxardo Maraschino Liqueur, .25 oz Dry Curacao, .5 oz Bourbon Rye, .25 oz Lemon Juice,Lemon Peel, Abbott's Aromatic Bitters"
53,THE ROYAL BUCK,"1 oz No.3 London Dry Gin, 1 oz King's Ginger Liqueur, .75 oz Lemon juice, .5 oz Simple syrup, 2 oz Club soda","Lemon wedge, Candied ginger","Add ingredients to a mixing glass except club soda. Shake over ice, strain over ice into a collins glass, top with club soda. Garnish with a lemon wedge and candied ginger on a pick.","1 oz No.3 London Dry Gin, 1 oz King's Ginger Liqueur, .75 oz Lemon juice, .5 oz Simple syrup, 2 oz Club soda,Lemon wedge, Candied ginger"
54,RX HOT TODDY,"1.5 oz Old Potrero Straight Rye Whiskey, .5 oz Lemon Juice, 2 oz Cold-pressed Apple Cider, 2 oz Hot Water, .5 oz Honey-Ginger Syrup*, 1 tsp Ghost-Pepper-Infused Campari**, 3 dash Cinnamon Tincture***",,"Add ingredients to a mug and stir.

*Honey-Ginger Syrup:
Combine 1 part ginger with 2 parts honey and 1 cup of water and boil. Reduce heat and simmer for 5 mins. Strain and discard solids.

**Ghost-Pepper-Infused Campari:
Soak 1 ghost pepper in a 16 oz. bottle of Campari for up to 24 hrs (reduce infusion time to reduce heat).

***Cinnamon Tincture:
Soak 3 cinnamon sticks in 16 oz. of any neutral grain alcohol that is high proof (regular 80-proof vodka is great) for up to 14 days. Strain and discard the sticks.","1.5 oz Old Potrero Straight Rye Whiskey, .5 oz Lemon Juice, 2 oz Cold-pressed Apple Cider, 2 oz Hot Water, .5 oz Honey-Ginger Syrup*, 1 tsp Ghost-Pepper-Infused Campari**, 3 dash Cinnamon Tincture***,"
55,SPANISH G&T,"1.5 oz Junipero Gin, 2 oz East Imperial Superior Tonic ,   Assorted Complementing Botanicals*",Assorted Complementing Botanicals,"Add Junipero Gin and botanicals first. Add ice and follow with a bold tonic. Top with additional botanicals/garnish for presentation.

*Assorted Complementing Botanicals: Orange, Star Anise, Rose Petals, Italian Juniper","1.5 oz Junipero Gin, 2 oz East Imperial Superior Tonic ,   Assorted Complementing Botanicals*,Assorted Complementing Botanicals"
56,CHILCANO,"2 oz BarSol Selecto Acholado Pisco, .5 oz Fresh Lime Juice, 2-3 drops Angostura Bitters,  top Ginger Ale",Lime Wheel,Add pisco and lime juice into a highball glass filled with ice. Pour ginger ale into the glass to top. Add 2-3 drops of bitters. Garnish with lime wheel.,"2 oz BarSol Selecto Acholado Pisco, .5 oz Fresh Lime Juice, 2-3 drops Angostura Bitters,  top Ginger Ale,Lime Wheel"
57,KIR ROYALE,"1 part Briottet Creme de Cassis, 4 part Chilled Dry Champagne",,"Add room temperature Creme de Cassis to the glass first, followed by the Champagne.","1 part Briottet Creme de Cassis, 4 part Chilled Dry Champagne,"
58,KIR,"1 part Briottet Creme de Cassis, 4 part Chilled Dry White Wine",,"Add room temperature Creme de Cassis to the glass first, followed by the wine.","1 part Briottet Creme de Cassis, 4 part Chilled Dry White Wine,"
59,CITRUS AGAVE CAIPIRINHA,"1.5 oz Ypioca Brasilizar Cachaca Prata Classica, 1.5 oz Citrus Agave Blend, 1 splash Soda Water",Lime Wheel,"Add soda to bucket first, then add spirits and mixers. Top with ice and garnish.","1.5 oz Ypioca Brasilizar Cachaca Prata Classica, 1.5 oz Citrus Agave Blend, 1 splash Soda Water,Lime Wheel"
60,BERMUDA HIGHBALL,"1 oz Chateau de Montifaud Cognac VSOP, 1 oz Plymouth Gin, 1 oz Contratto Bianco Vermouth, 2 dash Regans' Orange Bitters No. 6, 3 oz Club Soda",Orange Peel,Add spirits and bitters to collins glass. Add large ice cubes and fill with club soda. Garnish with orange peel (or lemon peel).,"1 oz Chateau de Montifaud Cognac VSOP, 1 oz Plymouth Gin, 1 oz Contratto Bianco Vermouth, 2 dash Regans' Orange Bitters No. 6, 3 oz Club Soda,Orange Peel"
61,LUX CHERRY SPARKLER,"1 oz Luxardo Sangue Morlacco Cherry Liqueur, 4 oz Prosecco",Luxardo Cherry,"Add the Cherry Liqueur to a flute, top with Prosecco, and garnish with a Luxardo Maraschino Cherry.","1 oz Luxardo Sangue Morlacco Cherry Liqueur, 4 oz Prosecco,Luxardo Cherry"
62,FRENCH MAID,"1.5 oz H by HINE, 1 oz House Ginger Beer, .75 oz Lime juice, .75 oz Simple syrup, .25 oz John D. Taylor's Velvet Falernum, 3  Cucumber wheels, 8  Mint leaves, 1  Mint sprig","Fresh mint sprig, Cucumber wheel","Add the cucumber, mint and simple syrup to a mixing glass and muddle. Add everything else, then shake with ice and strain into a Collins glass filled with ice. Garnish with a mint sprig poking through a cucumber wheel.","1.5 oz H by HINE, 1 oz House Ginger Beer, .75 oz Lime juice, .75 oz Simple syrup, .25 oz John D. Taylor's Velvet Falernum, 3  Cucumber wheels, 8  Mint leaves, 1  Mint sprig,Fresh mint sprig, Cucumber wheel"
63,KARLSSON'S MULE,"1.5 oz Karlsson's Gold Vodka, .25 oz Lime juice , 3 oz Ginger beer",Lime wheel,"Add vodka and lime juice to drinking glass, add ice, and top with ginger beer. Garnish with a lime.","1.5 oz Karlsson's Gold Vodka, .25 oz Lime juice , 3 oz Ginger beer,Lime wheel"
64,CREEK RAN DRY,"1 oz Pear Brandy, 1 oz Dry Vermouth, .5 oz Chateau de Montifaud Pineau des Charentes Blanc, .5 oz Dolin Genepy",Orange Twist,"Barrel aged for 5 months in a used bourbon barrel.

Stir with ice and strain into a small coupe. Garnish with an orange twist.","1 oz Pear Brandy, 1 oz Dry Vermouth, .5 oz Chateau de Montifaud Pineau des Charentes Blanc, .5 oz Dolin Genepy,Orange Twist"
65,MANDRAKE,"1.5 oz BarSol Primero Quebranta Pisco, 1 oz BarSol Perfecto Amor (Aperitif Wine), .25 oz Leopold Bros. Bitter, .25 oz Velvet Falernum,   Red Hawaiian Salt",Orange Twist,"Barrel aged in a used bourbon barrel that previously held a cocktail containing Hine Cognac and Luxardo Bitter.

Stir with ice and strain into a small coupe. Garnish with an orange twist.","1.5 oz BarSol Primero Quebranta Pisco, 1 oz BarSol Perfecto Amor (Aperitif Wine), .25 oz Leopold Bros. Bitter, .25 oz Velvet Falernum,   Red Hawaiian Salt,Orange Twist"
66,REDONDO BEACH,"1.5 oz Chinaco Blanco Tequila, .25 oz F. Meyer Mirabelle (Yellow Plum), .5 oz Fino Sherry, .75 oz The Genuine Curacao Liqueur Blue, 2 oz Horchata, .5 oz Simple Syrup (2:1), .5 oz Lime Juice",Parasol,Blend with ice.,"1.5 oz Chinaco Blanco Tequila, .25 oz F. Meyer Mirabelle (Yellow Plum), .5 oz Fino Sherry, .75 oz The Genuine Curacao Liqueur Blue, 2 oz Horchata, .5 oz Simple Syrup (2:1), .5 oz Lime Juice,Parasol"
67,THE TAHOE TODDY,"2 oz Hot Water, 2 oz Glenrothes, 1 oz King's Ginger Liqueur, 1 dash Honey",Lemon Slice,"Boil water in a tea kettle. 

Squeeze lemon slice into the mug. Insert whole cloves into the lemon slice and drop it into the mug.","2 oz Hot Water, 2 oz Glenrothes, 1 oz King's Ginger Liqueur, 1 dash Honey,Lemon Slice"
68,PINK RIBBON,"1 cube Brown Sugar, soaked in Peychaud's Bitters, .75 oz Pink Pigeon Rum,  fill Champagne",Lemon twist,Brown sugar cube soaked in Peychaud’s Bitters. Put soaked sugar cube in glass first. Pour .75 oz Pink Pigeon rum into flute over sugar cube. Fill remainder of the glass with champagne. Garnish with lemon twist.,"1 cube Brown Sugar, soaked in Peychaud's Bitters, .75 oz Pink Pigeon Rum,  fill Champagne,Lemon twist"
69,SHORT ROUND II,"2 oz Avuá Prata Cachaça, 2 oz Bacardi Superior Rum, 3 oz Chateau de Montifaud Pineau des Charentes Rose, 2 oz Lime Juice, 1 oz Cannella Cinnamon Cordial, 2 oz Simple Syrup",,Build & Stir. Hoshizaki Ice.,"2 oz Avuá Prata Cachaça, 2 oz Bacardi Superior Rum, 3 oz Chateau de Montifaud Pineau des Charentes Rose, 2 oz Lime Juice, 1 oz Cannella Cinnamon Cordial, 2 oz Simple Syrup,"
70,A GIFT FROM ZARA,"1.5 oz Luxardo Bitter Bianco, .75 oz London Dry Gin, .75 oz Elderflower Liqueur, 2 dash Citric Acid, 4 drops Orange Flower Water, 2.5 oz Topo Chico Mineral Water","Orange Zest, Edible Flowers",Build all ingredients except for the Topo Chico in a wine glass. Fill the glass with cubed ice then top with Topo Chico by pouring it down a barspoon to incorporate. Zest the top with orange and place it in the glass. Add edible flowers for aroma and aesthetic.,"1.5 oz Luxardo Bitter Bianco, .75 oz London Dry Gin, .75 oz Elderflower Liqueur, 2 dash Citric Acid, 4 drops Orange Flower Water, 2.5 oz Topo Chico Mineral Water,Orange Zest, Edible Flowers"
71,GIN MADE ME DO IT,"1 oz Junipero Gin, 1 oz C. Drouin Calvados Selection, 1 oz Vermouth del Professore, 2 dash Angostura Bitters, 1 dash St. George Absinthe",Fresh Fennel Flowers,"Build all ingredients in a mixing glass, add ice and stir. Strain into a chilled martini glass and garnish with fresh fennel flowers.","1 oz Junipero Gin, 1 oz C. Drouin Calvados Selection, 1 oz Vermouth del Professore, 2 dash Angostura Bitters, 1 dash St. George Absinthe,Fresh Fennel Flowers"
72,CLEARLY BITTER,".75 oz Luxardo Bitter Bianco, 1 oz Junipero Gin, .75 oz Dry Vermouth, .5 oz Curacao, 2 dash Rhubarb Bitters",Grapefruit Twist,Build all ingredients in a mixing glass. Stir with ice and strain into coupe. Garnish with grapefruit peel.,".75 oz Luxardo Bitter Bianco, 1 oz Junipero Gin, .75 oz Dry Vermouth, .5 oz Curacao, 2 dash Rhubarb Bitters,Grapefruit Twist"
73,SHORT ROUND,"5 oz Bacardi Superior Rum, 4 oz Chateau de Montifaud Pineau des Charentes Blanc, 3.5 oz Lemon Juice, 3.5 oz Velvet Falernum","Seasonal Fruit, Citrus Wheels","Build all ingredients in a punch bowl and add ice, stir gently. Garnish with seasonal fruit and citrus wheels.","5 oz Bacardi Superior Rum, 4 oz Chateau de Montifaud Pineau des Charentes Blanc, 3.5 oz Lemon Juice, 3.5 oz Velvet Falernum,Seasonal Fruit, Citrus Wheels"
74,YPIOCA YELLOW CARD,"1.5 oz Ypioca Brasilizar Cachaca Prata Reserva Especial, .5 oz King's Ginger Liqueur, 1 oz Pineapple Juice, .5 oz Simple Syrup, 2 oz Coconut Water, 1 fill Soda Water",Pineapple Leaf,Build all into highball. Fill with ice. Top with soda water. Place pineapple leaf vertically in the glass.,"1.5 oz Ypioca Brasilizar Cachaca Prata Reserva Especial, .5 oz King's Ginger Liqueur, 1 oz Pineapple Juice, .5 oz Simple Syrup, 2 oz Coconut Water, 1 fill Soda Water,Pineapple Leaf"
75,BUZZARD'S BAY,"2 part No.3 London Dry Gin, .5 part Real Cranberry Juice, .25 part Luxardo Fernet, .5 part Lime juice, 1.5 part Puer Black Tea",Top with brine foam (optional),Build and pour in punch bowl over large ice block.,"2 part No.3 London Dry Gin, .5 part Real Cranberry Juice, .25 part Luxardo Fernet, .5 part Lime juice, 1.5 part Puer Black Tea,Top with brine foam (optional)"
76,KICK THE PIGEON," oz Pink Pigeon Rum,  oz St. Germaine Elderflower Liqueur,  oz Lemon ,  oz Vanilla Syrup,  oz Prosecco",,Build and serve in a champagne flute.," oz Pink Pigeon Rum,  oz St. Germaine Elderflower Liqueur,  oz Lemon ,  oz Vanilla Syrup,  oz Prosecco,"
77,CROATIA FIRING SQUAD,"1 oz Luxardo Bitter Bianco, 1 oz Lillet Blanc, 1 oz No.3 London Dry Gin, .5 oz Rose Wine",Rose Petal,"Build cocktail in glass, add ice and stir. Garnish with rose petal.","1 oz Luxardo Bitter Bianco, 1 oz Lillet Blanc, 1 oz No.3 London Dry Gin, .5 oz Rose Wine,Rose Petal"
78,THE KING'S GINGER SUMMER CUP,"1 oz King's Ginger Liqueur, 1.5 oz Cranberry Juice, 1.5 oz Fever-Tree Lemonade","Lemon Wheel, Strawberry",Build in a glass over ice. Add lemon wheels and strawberries. Finish with a splash of fresh lemon or top up with some sparkling wine. This drink can also be made in jugs or punch bowls.,"1 oz King's Ginger Liqueur, 1.5 oz Cranberry Juice, 1.5 oz Fever-Tree Lemonade,Lemon Wheel, Strawberry"
79,PINK PIGEON PUNCH,"7 oz Pink Pigeon Rum, 1 oz Agave Syrup, 7 oz Watermelon, 2  Lemon Juice,  top Ginger Beer",,"Build in a large pitcher or punchbowl. Combine Pink Pigeon Rum, juice from 2 lemons and agave. Blend 7 oz. of fresh watermelon in a blender and puree to mixture. Add a generous amount of ice and stir. Top with ginger beer. Ladle or pour into coupe glasses.","7 oz Pink Pigeon Rum, 1 oz Agave Syrup, 7 oz Watermelon, 2  Lemon Juice,  top Ginger Beer,"
80,KENTUCKY GARRIGUE,"1.5 oz Wild Turkey 101 Bourbon, .75 oz Strawberry, Black Pepper Balsamic Shrub*, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, 1 oz Fever-Tree Tonic Water",Pickled Strawberry or Fresh Strawberry,"Build in a mixing glass and add ice. Slowly pour back and forth between two tins, about 4-6 times. Then dump the whole cocktail into a Fizz or Collins glass.","1.5 oz Wild Turkey 101 Bourbon, .75 oz Strawberry, Black Pepper Balsamic Shrub*, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, 1 oz Fever-Tree Tonic Water,Pickled Strawberry or Fresh Strawberry"
81,BITTER VALENCIA,".75 oz Luxardo Bitter Bianco, .75 oz Gin, .75 oz Clarified Milk*, 2 dash Orange Bitters, 4 drops Vanilla",Orange Twist,"Build in a mixing glass. Add ice. Stir to dilute. Strain into a Nick & Nora glass. Garnish with an orange twist.

*Clarified Milk:
-- 1 C Whole Milk
-- .5 oz Lemon Juice

Heat milk to just before a simmer, then add lemon juice. Lightly stir to break the solid from the whey. Let chill for 5 mins to allow the solids to properly separate. Coffee strain twice for clarity.",".75 oz Luxardo Bitter Bianco, .75 oz Gin, .75 oz Clarified Milk*, 2 dash Orange Bitters, 4 drops Vanilla,Orange Twist"
82,CHILCANO (VARIATION),"1.25 oz BarSol Primero Quebranta Pisco, .25 oz King's Ginger Liqueur, .5 oz Fresh Lime Juice, .25 oz Agave Nectar, 3-4 drops Cranberry Bitters, 4 oz Ginger Beer",Lime Wedge,"Build in an ice filled 14 oz beer glass, add BarSol Pisco, Ginger Liqueur, fresh lime juice, and agave nectar. Roll into a Boston shaker and shake to mix, place cranberry bitters on top, add ginger beer and garnish with a wedge of fresh lime.","1.25 oz BarSol Primero Quebranta Pisco, .25 oz King's Ginger Liqueur, .5 oz Fresh Lime Juice, .25 oz Agave Nectar, 3-4 drops Cranberry Bitters, 4 oz Ginger Beer,Lime Wedge"
83,LITTLE GROUND TAPPER,"2 oz H by HINE, .25 oz Small Hand Foods Pineapple Gum Syrup, 1 bsp Luxardo Maraschino Liqueur, 2 dash Angostura Bitters",Orange Peel,Build in an old fashioned glass over ice. Garnish with orange peel.,"2 oz H by HINE, .25 oz Small Hand Foods Pineapple Gum Syrup, 1 bsp Luxardo Maraschino Liqueur, 2 dash Angostura Bitters,Orange Peel"
84,PRINCE OF HUMBUGS,"2 oz Hirsch Small Batch Reserve Bourbon, .75 oz Luxardo Bitter, .5 oz Cold Blue Bottle Coffee, .25 oz Luxardo Anisette, 2 dash Peychaud's Bitters",Orange Peel,Build in collins glass. Top with soda. Orange peel.,"2 oz Hirsch Small Batch Reserve Bourbon, .75 oz Luxardo Bitter, .5 oz Cold Blue Bottle Coffee, .25 oz Luxardo Anisette, 2 dash Peychaud's Bitters,Orange Peel"
85,THE BIG PICTURE,"1.5 oz Tempus Fugit Alessio Vino Chinato, 1.5 oz Fig-Infused C. Drouin Calvados Selection, .5 oz Lemon, .25 oz Simple Syrup","Lemon Wheel, Dried Fig",Build in glass. Add crushed ice and swizzle. Top with more crushed ice. Dash pepita tincture on top for aromatics. Garnish with lemon wheel and dried fig.,"1.5 oz Tempus Fugit Alessio Vino Chinato, 1.5 oz Fig-Infused C. Drouin Calvados Selection, .5 oz Lemon, .25 oz Simple Syrup,Lemon Wheel, Dried Fig"
86,THE KING'S SQUEEZE,"35 ml King's Ginger Liqueur, 125 ml Fever-Tree Bitter Lemon",Lime Squeeze,"Build in ice-filled tall glass, garnish with a squeeze of lime.","35 ml King's Ginger Liqueur, 125 ml Fever-Tree Bitter Lemon,Lime Squeeze"
87,ENGLISH HARBOUR COLADA,"2 oz English Harbour Rum 5 YO, 2 oz Fresh Squeezed Pineapple Juice, 2 oz Fresh Coconut Water","Pineapple Wedge, Lime Wheel",Build in old fashioned glass over ice.,"2 oz English Harbour Rum 5 YO, 2 oz Fresh Squeezed Pineapple Juice, 2 oz Fresh Coconut Water,Pineapple Wedge, Lime Wheel"
88,RITA'S SONG,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz 15 YO Sherry, 2 dashes Dr. Adam's Boker's bitters, .25 oz Simple syrup",,"Build in old fashioned glass, stir and serve over large ice cube.","2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz 15 YO Sherry, 2 dashes Dr. Adam's Boker's bitters, .25 oz Simple syrup,"
89,LE FEMME NIKITA,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .25 oz Rich Cane Syrup, 2 dash Bittermens Xocolatl Mole Bitters, 2 dash Cinnamon Bitters",Orange Peel,Build in rocks glass. Use cylinder ice cube.,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .25 oz Rich Cane Syrup, 2 dash Bittermens Xocolatl Mole Bitters, 2 dash Cinnamon Bitters,Orange Peel"
90,1880'S AMERICANA,"2 oz Hirsch Small Batch Reserve Bourbon, 10 ml Amer Picon, 10 ml House Cola Syrup",Cola candied orange peel,Build over ice in Old Fashioned glass.,"2 oz Hirsch Small Batch Reserve Bourbon, 10 ml Amer Picon, 10 ml House Cola Syrup,Cola candied orange peel"
91,LUXARDO MARASCHINO SIMPLE SPRITZ,".5 oz Luxardo Maraschino Liqueur, .5 oz Squeeze of Lime , 3 oz Italian Sparkling Water","Lime Twist, Luxardo Cherry","Build over ice, stir lightly, and garnish with a lime twist and a Luxardo Cherry.",".5 oz Luxardo Maraschino Liqueur, .5 oz Squeeze of Lime , 3 oz Italian Sparkling Water,Lime Twist, Luxardo Cherry"
92,APERITIVO SPRITZ,"2 oz Luxardo Aperitivo, 3 oz Prosecco, 1 splash Sparkling Water","Orange, Luxardo Cherry","Build over ice, stir lightly, and garnish with an orange peel or slice and Luxardo Cherry.","2 oz Luxardo Aperitivo, 3 oz Prosecco, 1 splash Sparkling Water,Orange, Luxardo Cherry"
93,LA CHIARA,"1 oz Luxardo Bitter Bianco, 1 oz BarSol Primero Quebranta Pisco, 2 oz Fever-Tree Indian Tonic, 1 dash Luxardo Maraschino Liqueur",Lemon Twist,Build spirits in a tall glass over clear ice. Top with 4 oz tonic and garnish with a lemon twist curled into a flower if you're feeling fancy.,"1 oz Luxardo Bitter Bianco, 1 oz BarSol Primero Quebranta Pisco, 2 oz Fever-Tree Indian Tonic, 1 dash Luxardo Maraschino Liqueur,Lemon Twist"
94,LUXARDO ICE CREAM FLOAT,"1 oz Luxardo Cherry Syrup (from jar of cherries), 1 scoop Vanilla Ice Cream,  top Soda Water",Luxardo Cherry,"Build syrup and ice cream in a lowball cocktail glass, and top with soda water. Serve with a metal straw, a spoon, and garnish with a Luxardo Maraschino Cherry.","1 oz Luxardo Cherry Syrup (from jar of cherries), 1 scoop Vanilla Ice Cream,  top Soda Water,Luxardo Cherry"
95,NEGRONI,"1 oz No.3 London Dry Gin, 1 oz Campari, 1 oz Martini & Rossi Sweet Vermouth",Orange Slice,Build the cocktail in a mixing glass. Stir for about 15 seconds and then strain over ice into a old fashioned glass.,"1 oz No.3 London Dry Gin, 1 oz Campari, 1 oz Martini & Rossi Sweet Vermouth,Orange Slice"
96,NELLIE FER' TODDY,"1 oz Blended Scotch, 1 oz King's Ginger Liqueur, .5 oz The Genuine Curacao Liqueur Orange, .75 oz Fresh Lemon Juice,  top Hot Water, 1 dash Peychaud's Bitters",Half Orange Wheel,Build then pour into a pre-heated Irish coffee glass or mug. Top with hot water. Garnish with the orange slice and add a dash of Peychaud's Bitters.,"1 oz Blended Scotch, 1 oz King's Ginger Liqueur, .5 oz The Genuine Curacao Liqueur Orange, .75 oz Fresh Lemon Juice,  top Hot Water, 1 dash Peychaud's Bitters,Half Orange Wheel"
